Week #,Day of Week,Backup Start Time - Hour of Day,Work-Flow-ID,File Name,Size of Backup (GB),Backup Time (hour)
3,3,1,4,24,0.079731573,1
3,3,1,4,29,0.076836998,1
3,3,1,4,28,0.078328971,1
3,3,1,4,27,0.059771577,1
3,3,1,4,26,0.077520962,1
3,3,1,4,25,0.081884856,1
3,3,1,0,4,0.060792678,1
3,3,1,0,3,0.080813397,1
3,3,1,0,2,0.061948608,1
3,3,1,0,5,0.063111559,1
3,3,1,0,1,0.078721073,1
3,3,1,0,0,0.07961088,1
3,3,5,1,7,0,0
3,3,5,1,10,0,0
3,3,5,2,16,0,0
3,3,5,2,14,0,0
3,3,5,1,9,0,0
3,3,5,1,8,0,0
3,3,5,1,6,0,0
3,3,5,1,11,0,0
3,3,5,3,23,0,0
3,3,5,2,15,0,0
3,3,5,2,17,0,0
3,3,5,3,18,0,0
3,3,5,2,13,0,0
3,3,5,3,21,0,0
3,3,5,2,12,0,0
3,3,5,3,20,0.004916593,1
3,3,5,3,22,0.000793259,1
3,3,5,3,19,1.99E-06,1
3,3,5,4,24,0.080919028,1
3,3,5,4,29,0.082176522,1
3,3,5,4,28,0.060554805,1
3,3,5,4,27,0.05845256,1
3,3,5,4,26,0.038544272,1
3,3,5,4,25,0.059816474,1
3,3,5,0,4,0.063809869,1
3,3,5,0,3,0.061564412,1
3,3,5,0,2,0.080553755,1
3,3,5,0,5,0.058599463,1
3,3,5,0,1,0.078758295,1
3,3,5,0,0,0.078238903,1
3,3,9,1,7,0,0
3,3,9,1,10,0,0
3,3,9,2,16,0,0
3,3,9,2,14,0,0
3,3,9,1,9,0,0
3,3,9,1,8,0,0
3,3,9,1,6,0,0
3,3,9,1,11,0,0
3,3,9,3,23,0,0
3,3,9,2,15,0,0
3,3,9,2,17,0,0
3,3,9,3,18,0,0
3,3,9,2,13,0,0
3,3,9,2,12,0,0
3,3,9,3,22,0,0
3,3,9,3,21,5.03E-05,1
3,3,9,3,20,0.000894277,1
3,3,9,3,19,0.00308624,1
3,3,9,4,24,0.121951832,1
3,3,9,4,29,0.117942387,1
3,3,9,4,28,0.11617895,1
3,3,9,4,27,0.117543329,1
3,3,9,4,26,0.11920861,1
3,3,9,4,25,0.122022505,1
3,3,9,0,4,0.102170497,1
3,3,9,0,3,0.101508631,1
3,3,9,0,2,0.099567485,1
3,3,9,0,5,0.080511686,1
3,3,9,0,1,0.097148403,1
3,3,9,0,0,0.079336511,1
3,3,13,1,7,0,0
3,3,13,1,10,0,0
3,3,13,2,16,0,0
3,3,13,2,14,0,0
3,3,13,1,9,0,0
3,3,13,1,6,0,0
3,3,13,3,23,0,0
3,3,13,2,15,0,0
3,3,13,3,18,0,0
3,3,13,2,12,0,0
3,3,13,3,22,0,0
3,3,13,3,20,0,0
3,3,13,1,8,0.019517586,1
3,3,13,1,11,0.016880432,1
3,3,13,2,17,0.00397105,1
3,3,13,2,13,0.003465418,1
3,3,13,3,21,0.000939212,1
3,3,13,3,19,0.004023209,1
3,3,13,4,24,0.10037792,1
3,3,13,4,29,0.098870768,1
3,3,13,4,28,0.099741222,1
3,3,13,4,27,0.08152246,1
3,3,13,4,26,0.101740321,1
3,3,13,4,25,0.08196934,1
3,3,13,0,4,0.159812247,2
3,3,13,0,3,0.157088737,2
3,3,13,0,2,0.160324038,2
3,3,13,0,5,0.159865162,2
3,3,13,0,1,0.160333483,2
3,3,13,0,0,0.158611008,2
3,3,17,1,7,0,0
3,3,17,1,10,0,0
3,3,17,2,16,0,0
3,3,17,1,9,0,0
3,3,17,1,6,0,0
3,3,17,3,23,0,0
3,3,17,2,12,0,0
3,3,17,3,22,0,0
3,3,17,3,20,0,0
3,3,17,1,8,0,0
3,3,17,1,11,0,0
3,3,17,2,13,0,0
3,3,17,3,19,0,0
3,3,17,2,14,0.003505761,1
3,3,17,2,15,0.002344023,1
3,3,17,3,18,0.002382478,1
3,3,17,2,17,0.005778644,1
3,3,17,3,21,0.006760741,1
3,3,17,4,24,0.081708861,1
3,3,17,4,29,0.081367196,1
3,3,17,4,28,0.078799081,1
3,3,17,4,27,0.082456045,1
3,3,17,4,26,0.08424237,1
3,3,17,4,25,0.077815501,1
3,3,17,0,4,0.157524067,1
3,3,17,0,2,0.157637059,1
3,3,17,0,5,0.158381707,1
3,3,17,0,1,0.157503665,1
3,3,17,0,3,0.159543983,2
3,3,17,0,0,0.162605441,2
3,3,21,1,7,0,0
3,3,21,1,10,0,0
3,3,21,1,9,0,0
3,3,21,1,6,0,0
3,3,21,1,8,0,0
3,3,21,1,11,0,0
3,3,21,2,13,0,0
3,3,21,3,19,0,0
3,3,21,2,14,0,0
3,3,21,2,15,0,0
3,3,21,3,18,0,0
3,3,21,2,17,0,0
3,3,21,3,21,0,0
3,3,21,2,16,0.001210346,1
3,3,21,3,23,0.001046165,1
3,3,21,2,12,0.001449924,1
3,3,21,3,22,0.003609482,1
3,3,21,3,20,0.001150282,1
3,3,21,4,24,0.079527796,1
3,3,21,4,29,0.07926569,1
3,3,21,4,28,0.080572465,1
3,3,21,4,27,0.058420644,1
3,3,21,4,26,0.063590931,1
3,3,21,4,25,0.081474877,1
3,3,21,0,4,0.138056111,1
3,3,21,0,2,0.140469847,1
3,3,21,0,5,0.119441135,1
3,3,21,0,1,0.13762202,1
3,3,21,0,3,0.143268703,1
3,3,21,0,0,0.143069181,1
3,4,1,1,7,0,0
3,4,1,1,10,0,0
3,4,1,1,9,0,0
3,4,1,1,6,0,0
3,4,1,1,8,0,0
3,4,1,1,11,0,0
3,4,1,2,17,0,0
3,4,1,2,16,0,0
3,4,1,3,23,0,0
3,4,1,3,20,0,0
3,4,1,2,13,0.040186894,1
3,4,1,3,19,0.004615545,1
3,4,1,2,14,0.001017252,1
3,4,1,2,15,0.040257193,1
3,4,1,3,18,0.004638928,1
3,4,1,3,21,0.010146529,1
3,4,1,2,12,0.037713495,1
3,4,1,3,22,0.002777304,1
3,4,1,4,24,0.063214117,1
3,4,1,4,29,0.038860937,1
3,4,1,4,28,0.059477587,1
3,4,1,4,27,0.061348817,1
3,4,1,4,26,0.079178478,1
3,4,1,4,25,0.083532133,1
3,4,1,0,4,0.041184362,1
3,4,1,0,2,0.078335362,1
3,4,1,0,5,0.079147651,1
3,4,1,0,1,0.07952522,1
3,4,1,0,3,0.0801926,1
3,4,1,0,0,0.06275923,1
3,4,5,1,7,0,0
3,4,5,1,10,0,0
3,4,5,1,9,0,0
3,4,5,1,6,0,0
3,4,5,1,8,0,0
3,4,5,1,11,0,0
3,4,5,3,23,0,0
3,4,5,2,15,0,0
3,4,5,3,18,0,0
3,4,5,3,21,0,0
3,4,5,2,12,0,0
3,4,5,2,17,0.081005521,1
3,4,5,2,16,0.077550815,1
3,4,5,3,20,0.006667577,1
3,4,5,2,13,0.124443453,1
3,4,5,3,19,0.006806828,1
3,4,5,2,14,0.039112169,1
3,4,5,3,22,0.009126976,1
3,4,5,4,24,0.080077383,1
3,4,5,4,29,0.07439976,1
3,4,5,4,28,0.076767058,1
3,4,5,4,27,0.076850589,1
3,4,5,4,26,0.081677566,1
3,4,5,4,25,0.080102855,1
3,4,5,0,4,0.078891348,1
3,4,5,0,2,0.078398352,1
3,4,5,0,5,0.059313955,1
3,4,5,0,1,0.079932448,1
3,4,5,0,3,0.077070746,1
3,4,5,0,0,0.079914531,1
3,4,9,1,7,0,0
3,4,9,1,10,0,0
3,4,9,1,9,0,0
3,4,9,1,6,0,0
3,4,9,1,8,0,0
3,4,9,1,11,0,0
3,4,9,3,23,0,0
3,4,9,2,15,0,0
3,4,9,3,18,0,0
3,4,9,3,21,0.02926243,1
3,4,9,2,12,0.042758488,1
3,4,9,2,17,0.043688124,1
3,4,9,2,16,0.040634047,1
3,4,9,3,20,0.018769507,1
3,4,9,2,13,0.086950146,1
3,4,9,3,19,0.024763144,1
3,4,9,2,14,0.082496094,1
3,4,9,3,22,0.020780374,1
3,4,9,4,24,0.116653897,1
3,4,9,4,29,0.121123885,1
3,4,9,4,28,0.119243668,1
3,4,9,4,27,0.119429584,1
3,4,9,4,26,0.120008344,1
3,4,9,4,25,0.120885393,1
3,4,9,0,4,0.078458308,1
3,4,9,0,2,0.101797444,1
3,4,9,0,5,0.100993624,1
3,4,9,0,1,0.078596579,1
3,4,9,0,3,0.077462376,1
3,4,9,0,0,0.101205859,1
3,4,13,1,11,0,0
3,4,13,2,15,0,0
3,4,13,2,16,0,0
3,4,13,1,7,0.041016956,1
3,4,13,1,10,0.017163785,1
3,4,13,1,9,0.022566049,1
3,4,13,1,6,0.02087154,1
3,4,13,1,8,0.039215264,1
3,4,13,3,23,0.021935911,1
3,4,13,3,18,0.011732647,1
3,4,13,3,21,0.019570442,1
3,4,13,2,12,0.074112677,1
3,4,13,2,17,0.037334658,1
3,4,13,3,20,0.01037997,1
3,4,13,2,13,0.07889212,1
3,4,13,3,19,0.032453159,1
3,4,13,2,14,0.042421621,1
3,4,13,3,22,0.020602691,1
3,4,13,4,24,0.09840297,1
3,4,13,4,29,0.08210957,1
3,4,13,4,28,0.098478514,1
3,4,13,4,27,0.101349978,1
3,4,13,4,26,0.101041872,1
3,4,13,4,25,0.101145427,1
3,4,13,0,4,0.160123125,2
3,4,13,0,2,0.161127899,2
3,4,13,0,5,0.1612315,2
3,4,13,0,1,0.159425069,2
3,4,13,0,3,0.160339101,2
3,4,13,0,0,0.15751564,2
3,4,17,1,11,0,0
3,4,17,1,7,0,0
3,4,17,1,10,0,0
3,4,17,1,9,0,0
3,4,17,1,6,0,0
3,4,17,1,8,0,0
3,4,17,3,18,0,0
3,4,17,3,23,0.012928683,1
3,4,17,3,21,0.038593527,1
3,4,17,3,20,0.009512347,1
3,4,17,3,19,0.021776162,1
3,4,17,3,22,0.031281022,1
3,4,17,4,24,0.083841065,1
3,4,17,4,29,0.060313233,1
3,4,17,4,28,0.080597669,1
3,4,17,4,27,0.081549771,1
3,4,17,4,26,0.06142707,1
3,4,17,4,25,0.081105932,1
3,4,17,2,15,0.182665138,2
3,4,17,2,16,0.182677468,2
3,4,17,2,12,0.141190097,2
3,4,17,2,17,0.141935327,2
3,4,17,2,13,0.182125322,2
3,4,17,2,14,0.134404953,2
3,4,17,0,4,0.159311064,2
3,4,17,0,2,0.159132332,2
3,4,17,0,5,0.159701662,2
3,4,17,0,1,0.161493087,2
3,4,17,0,3,0.155644867,2
3,4,17,0,0,0.159931627,2
3,4,21,1,11,0,0
3,4,21,1,7,0,0
3,4,21,1,10,0,0
3,4,21,1,9,0,0
3,4,21,1,6,0,0
3,4,21,1,8,0,0
3,4,21,3,23,0,0
3,4,21,3,18,0.006809379,1
3,4,21,3,21,0.01053704,1
3,4,21,3,20,0.007284692,1
3,4,21,3,19,0.005730655,1
3,4,21,3,22,0.004856777,1
3,4,21,4,24,0.079234111,1
3,4,21,4,29,0.059682323,1
3,4,21,4,28,0.079320972,1
3,4,21,4,27,0.081805593,1
3,4,21,4,26,0.079027463,1
3,4,21,4,25,0.060272235,1
3,4,21,2,15,0.07019772,1
3,4,21,2,16,0.070811338,1
3,4,21,2,12,0.073642456,1
3,4,21,2,17,0.112680932,1
3,4,21,2,13,0.071487722,1
3,4,21,2,14,0.070608104,1
3,4,21,0,5,0.118717273,1
3,4,21,0,4,0.143314636,2
3,4,21,0,2,0.138718778,2
3,4,21,0,1,0.141782144,2
3,4,21,0,3,0.139123156,2
3,4,21,0,0,0.140534032,2
3,5,1,1,11,0,0
3,5,1,1,7,0,0
3,5,1,1,10,0,0
3,5,1,1,9,0,0
3,5,1,1,6,0,0
3,5,1,1,8,0,0
3,5,1,3,21,0,0
3,5,1,3,22,0,0
3,5,1,2,12,0,0
3,5,1,3,23,0.003207506,1
3,5,1,3,18,0.004171135,1
3,5,1,3,20,0.013376018,1
3,5,1,3,19,0.013541691,1
3,5,1,2,15,0.040878468,1
3,5,1,2,16,0.042387832,1
3,5,1,4,24,0.060191034,2
3,5,1,4,29,0.077884662,2
3,5,1,4,28,0.058293696,2
3,5,1,4,27,0.078443321,2
3,5,1,4,26,0.076680954,2
3,5,1,4,25,0.061466232,2
3,5,1,2,17,0.077602014,2
3,5,1,2,13,0.043011442,2
3,5,1,2,14,0.080618824,2
3,5,1,0,5,0.07817422,2
3,5,1,0,4,0.083285938,2
3,5,1,0,2,0.059174081,2
3,5,1,0,1,0.078786911,2
3,5,1,0,3,0.060632717,2
3,5,1,0,0,0.082522483,2
3,5,5,1,11,0,0
3,5,5,1,7,0,0
3,5,5,1,10,0,0
3,5,5,1,9,0,0
3,5,5,1,6,0,0
3,5,5,1,8,0,0
3,5,5,3,21,0,0
3,5,5,3,23,0,0
3,5,5,3,18,0,0
3,5,5,3,22,0.00855995,1
3,5,5,3,20,0.009771732,1
3,5,5,3,19,0.006709577,1
3,5,5,2,15,0.039822498,1
3,5,5,2,13,0.036353169,1
3,5,5,2,12,0.07826539,2
3,5,5,2,16,0.072346915,2
3,5,5,4,24,0.080436769,2
3,5,5,4,29,0.079746044,2
3,5,5,4,28,0.083259631,2
3,5,5,4,27,0.079610222,2
3,5,5,4,26,0.057882018,2
3,5,5,4,25,0.079778953,2
3,5,5,2,17,0.079458368,2
3,5,5,2,14,0.042659527,2
3,5,5,0,5,0.077220709,2
3,5,5,0,4,0.0832914,2
3,5,5,0,2,0.081422123,2
3,5,5,0,1,0.080643068,2
3,5,5,0,3,0.079101884,2
3,5,5,0,0,0.081745011,2
3,5,9,1,11,0,0
3,5,9,1,7,0,0
3,5,9,1,10,0,0
3,5,9,1,9,0,0
3,5,9,1,6,0,0
3,5,9,1,8,0,0
3,5,9,3,21,0,0
3,5,9,2,15,0,0
3,5,9,2,12,0,0
3,5,9,2,14,0,0
3,5,9,3,23,0.029810949,1
3,5,9,3,18,0.009491571,1
3,5,9,3,22,0.013308115,1
3,5,9,3,20,0.02006241,1
3,5,9,3,19,0.020267966,1
3,5,9,2,13,0.03915343,1
3,5,9,2,17,0.041630584,1
3,5,9,2,16,0.077770719,2
3,5,9,4,24,0.078847577,2
3,5,9,4,26,0.101714558,2
3,5,9,0,5,0.081874979,2
3,5,9,0,4,0.096229668,2
3,5,9,0,2,0.09955825,2
3,5,9,0,1,0.08117578,2
3,5,9,0,3,0.101406276,2
3,5,9,0,0,0.098974825,2
3,5,9,4,29,0.117971257,3
3,5,9,4,28,0.118040203,3
3,5,9,4,27,0.12054727,3
3,5,9,4,25,0.117578139,3
3,5,13,1,7,0,0
3,5,13,1,10,0,0
3,5,13,1,6,0,0
3,5,13,1,8,0,0
3,5,13,2,12,0,0
3,5,13,2,16,0,0
3,5,13,1,9,0.016529506,1
3,5,13,3,21,0.020095054,1
3,5,13,3,23,0.026950387,1
3,5,13,3,18,0.011706018,1
3,5,13,3,22,0.007092935,1
3,5,13,3,20,0.017352565,1
3,5,13,3,19,0.011570054,1
3,5,13,1,11,0.064471814,2
3,5,13,2,15,0.039290003,2
3,5,13,2,14,0.078485597,2
3,5,13,2,13,0.041472154,2
3,5,13,4,29,0.078233521,2
3,5,13,2,17,0.120132494,3
3,5,13,4,24,0.10128103,3
3,5,13,4,26,0.09993834,3
3,5,13,0,5,0.155874594,3
3,5,13,0,4,0.159357198,3
3,5,13,0,2,0.163330009,3
3,5,13,0,1,0.158055164,3
3,5,13,0,3,0.155124301,3
3,5,13,0,0,0.160869472,3
3,5,13,4,28,0.098187333,3
3,5,13,4,27,0.104719804,3
3,5,13,4,25,0.099182256,3
3,5,17,1,7,0,0
3,5,17,1,10,0,0
3,5,17,1,6,0,0
3,5,17,1,8,0,0
3,5,17,1,9,0,0
3,5,17,3,21,0,0
3,5,17,3,18,0,0
3,5,17,1,11,0,0
3,5,17,3,23,0.020958988,1
3,5,17,3,22,0.020606724,1
3,5,17,3,20,0.00896393,1
3,5,17,3,19,0.010311965,1
3,5,17,4,29,0.079748832,2
3,5,17,4,24,0.080883839,2
3,5,17,4,26,0.07723819,2
3,5,17,4,28,0.076249674,2
3,5,17,4,27,0.078121505,2
3,5,17,4,25,0.077366278,2
3,5,17,2,16,0.146039308,3
3,5,17,2,15,0.138578738,3
3,5,17,2,14,0.142454886,3
3,5,17,0,5,0.164351799,3
3,5,17,0,4,0.159780649,3
3,5,17,0,2,0.158558069,3
3,5,17,0,1,0.16262548,3
3,5,17,0,3,0.156077283,3
3,5,17,0,0,0.160116623,3
3,5,21,1,7,0,0
3,5,21,1,10,0,0
3,5,21,1,6,0,0
3,5,21,1,8,0,0
3,5,21,1,9,0,0
3,5,21,3,21,0,0
3,5,21,1,11,0,0
3,5,21,3,22,0,0
3,5,21,3,20,0,0
3,5,21,3,19,0,0
3,5,17,2,12,0.225624673,4
3,5,17,2,13,0.176838651,4
3,5,17,2,17,0.179636512,4
3,5,21,3,18,0.010418808,1
3,5,21,3,23,0.007457526,1
3,5,21,4,29,0.059788164,2
3,5,21,4,24,0.056691789,2
3,5,21,4,26,0.079029899,2
3,5,21,4,28,0.082983111,2
3,5,21,4,27,0.084858887,2
3,5,21,4,25,0.078075103,2
3,5,21,2,16,0.069866316,2
3,5,21,2,15,0.067594622,2
3,5,21,2,14,0.068499185,2
3,5,21,0,5,0.143124834,3
3,5,21,0,4,0.136742432,3
3,5,21,0,2,0.139841079,3
3,5,21,0,1,0.137089636,3
3,5,21,0,3,0.140049928,3
3,5,21,0,0,0.140875996,3
3,6,1,1,7,0,0
3,6,1,1,10,0,0
3,6,1,1,6,0,0
3,6,1,1,8,0,0
3,6,1,1,9,0,0
3,6,1,1,11,0,0
3,6,1,3,18,0,0
3,6,1,3,21,0.001226652,1
3,6,1,3,22,0.002516006,1
3,6,1,3,20,0.008531084,1
3,6,1,3,19,0.003430714,1
3,6,1,2,17,0.109276549,1
3,6,1,3,23,0.00536903,1
3,6,1,4,29,0.059533504,1
3,6,1,4,24,0.108060094,1
3,6,1,4,26,0.069038025,1
3,6,1,4,28,0.091023569,1
3,6,1,4,27,0.088960862,1
3,6,1,4,25,0.109062645,1
3,6,1,2,16,0.039449687,1
3,6,1,2,15,0.077585528,1
3,6,1,2,14,0.079376916,1
3,6,1,0,5,0.064569734,1
3,6,1,0,4,0.045672006,1
3,6,1,0,2,0.064000627,1
3,6,1,0,1,0.045994514,1
3,6,1,0,3,0.065867524,1
3,6,1,0,0,0.065053185,1
3,6,1,2,12,0.190375578,2
3,6,1,2,13,0.196959452,2
3,6,5,1,7,0,0
3,6,5,1,10,0,0
3,6,5,1,6,0,0
3,6,5,1,8,0,0
3,6,5,1,9,0,0
3,6,5,1,11,0,0
3,6,5,3,18,0,0
3,6,5,3,22,0,0
3,6,5,3,20,0,0
3,6,5,3,19,0,0
3,6,5,2,17,0,0
3,6,5,3,23,0,0
3,6,5,2,14,0,0
3,6,5,2,12,0,0
3,6,5,2,13,0,0
3,6,5,3,21,0.001952812,1
3,6,5,4,24,0.197573407,1
3,6,5,4,27,0.151661096,1
3,6,5,4,25,0.153390233,1
3,6,5,2,16,0.000487422,1
3,6,5,2,15,0.001329599,1
3,6,5,0,5,0.023309378,1
3,6,5,0,4,0.022515468,1
3,6,5,0,2,0.015231164,1
3,6,5,0,1,0.014881943,1
3,6,5,0,3,0.01867987,1
3,6,5,0,0,0.016295131,1
3,6,5,4,29,0.200559146,2
3,6,5,4,26,0.200605097,2
3,6,5,4,28,0.20350551,2
3,6,9,1,7,0,0
3,6,9,1,10,0,0
3,6,9,1,6,0,0
3,6,9,1,8,0,0
3,6,9,1,9,0,0
3,6,9,1,11,0,0
3,6,9,3,22,0,0
3,6,9,2,14,0,0
3,6,9,3,21,0,0
3,6,9,2,16,0,0
3,6,9,3,18,0.00517223,1
3,6,9,3,20,0.004938404,1
3,6,9,3,19,0.001562701,1
3,6,9,2,17,0.001398758,1
3,6,9,3,23,0.001945829,1
3,6,9,2,12,0.004732664,1
3,6,9,2,13,0.000504116,1
3,6,9,2,15,0.001928609,1
3,6,9,0,5,0.031934824,1
3,6,9,0,4,0.028724744,1
3,6,9,0,2,0.035625241,1
3,6,9,0,1,0.03288934,1
3,6,9,0,3,0.035183793,1
3,6,9,0,0,0.038107754,1
3,6,9,4,24,0.503897246,2
3,6,9,4,27,0.448636262,2
3,6,9,4,25,0.495561108,2
3,6,9,4,29,0.496109783,2
3,6,9,4,26,0.500639911,2
3,6,9,4,28,0.45124054,2
3,6,13,1,7,0,0
3,6,13,1,8,0,0
3,6,13,1,9,0,0
3,6,13,1,11,0,0
3,6,13,2,14,0,0
3,6,13,2,16,0,0
3,6,13,3,18,0,0
3,6,13,3,19,0,0
3,6,13,2,17,0,0
3,6,13,2,13,0,0
3,6,13,1,10,0.022794419,1
3,6,13,1,6,0.021041678,1
3,6,13,3,22,0.000394022,1
3,6,13,3,21,0.001779656,1
3,6,13,3,20,0.001017684,1
3,6,13,3,23,0.002738425,1
3,6,13,2,12,0.001711786,1
3,6,13,2,15,0.002896026,1
3,6,13,0,5,0.079570855,1
3,6,13,0,4,0.080681829,1
3,6,13,0,2,0.080030587,1
3,6,13,0,1,0.079580981,1
3,6,13,0,3,0.079768635,1
3,6,13,0,0,0.077071726,1
3,6,13,4,24,0.29837166,2
3,6,13,4,27,0.302050591,2
3,6,13,4,25,0.349683241,2
3,6,13,4,29,0.29996752,2
3,6,13,4,26,0.34974198,2
3,6,13,4,28,0.34975629,2
3,6,17,1,7,0,0
3,6,17,1,8,0,0
3,6,17,1,9,0,0
3,6,17,1,11,0,0
3,6,17,2,14,0,0
3,6,17,3,18,0,0
3,6,17,3,19,0,0
3,6,17,2,17,0,0
3,6,17,2,13,0,0
3,6,17,1,10,0,0
3,6,17,1,6,0,0
3,6,17,3,22,0,0
3,6,17,3,20,0,0
3,6,17,3,23,0,0
3,6,17,2,12,0,0
3,6,17,2,15,0,0
3,6,17,2,16,0.002149296,1
3,6,17,3,21,0.006857008,1
3,6,17,0,5,0.078033341,1
3,6,17,0,4,0.078849169,1
3,6,17,0,2,0.082253245,1
3,6,17,0,1,0.079013264,1
3,6,17,0,3,0.079950394,1
3,6,17,0,0,0.081158405,1
3,6,17,4,24,0.151273402,1
3,6,17,4,27,0.201809887,1
3,6,17,4,25,0.199328747,1
3,6,17,4,29,0.203463031,1
3,6,17,4,26,0.201663475,1
3,6,17,4,28,0.201346037,1
3,6,21,1,7,0,0
3,6,21,1,8,0,0
3,6,21,1,9,0,0
3,6,21,1,11,0,0
3,6,21,3,19,0,0
3,6,21,2,17,0,0
3,6,21,2,13,0,0
3,6,21,1,10,0,0
3,6,21,1,6,0,0
3,6,21,3,22,0,0
3,6,21,2,12,0,0
3,6,21,2,15,0,0
3,6,21,2,16,0,0
3,6,21,3,21,0,0
3,6,21,2,14,0.002914539,1
3,6,21,3,18,0.004661715,1
3,6,21,3,20,0.000222096,1
3,6,21,3,23,0.005724405,1
3,6,21,0,5,0.060630495,1
3,6,21,0,4,0.063005436,1
3,6,21,0,2,0.064779346,1
3,6,21,0,1,0.065541967,1
3,6,21,0,3,0.066703021,1
3,6,21,0,0,0.063720987,1
3,6,21,4,29,0.148399562,1
3,6,21,4,24,0.198828176,2
3,6,21,4,27,0.198642095,2
3,6,21,4,25,0.200528816,2
3,6,21,4,26,0.199989745,2
3,6,21,4,28,0.198871195,2
3,7,1,1,7,0,0
3,7,1,1,8,0,0
3,7,1,1,9,0,0
3,7,1,1,11,0,0
3,7,1,2,17,0,0
3,7,1,2,13,0,0
3,7,1,1,10,0,0
3,7,1,1,6,0,0
3,7,1,3,22,0,0
3,7,1,2,12,0,0
3,7,1,3,18,0,0
3,7,1,3,20,0,0
3,7,1,3,19,0.004993816,1
3,7,1,2,15,8.42E-05,1
3,7,1,2,16,0.004043349,1
3,7,1,3,21,0.000434812,1
3,7,1,2,14,0.009842682,1
3,7,1,3,23,9.91E-05,1
3,7,1,0,5,0.024689414,1
3,7,1,0,4,0.019701528,1
3,7,1,0,2,0.010217706,1
3,7,1,0,1,0.010841322,1
3,7,1,0,3,0.019702207,1
3,7,1,0,0,0.016459503,1
3,7,1,4,29,0.100352339,1
3,7,1,4,24,0.146279989,1
3,7,1,4,26,0.15205881,1
3,7,1,4,27,0.200002987,2
3,7,1,4,25,0.196269616,2
3,7,1,4,28,0.200888935,2
3,7,5,1,7,0,0
3,7,5,1,8,0,0
3,7,5,1,9,0,0
3,7,5,1,11,0,0
3,7,5,2,17,0,0
3,7,5,2,13,0,0
3,7,5,1,10,0,0
3,7,5,1,6,0,0
3,7,5,3,22,0,0
3,7,5,2,12,0,0
3,7,5,3,18,0,0
3,7,5,3,20,0,0
3,7,5,3,19,0,0
3,7,5,2,15,0,0
3,7,5,2,16,0,0
3,7,5,3,21,0,0
3,7,5,2,14,0,0
3,7,5,3,23,0.002878712,1
3,7,5,0,5,0.022140735,1
3,7,5,0,4,0.012152849,1
3,7,5,0,2,0.016792136,1
3,7,5,0,1,0.018456909,1
3,7,5,0,3,0.024497369,1
3,7,5,0,0,0.022874334,1
3,7,5,4,29,0.197324406,1
3,7,5,4,24,0.196504676,1
3,7,5,4,26,0.197241534,1
3,7,5,4,27,0.197023117,1
3,7,5,4,25,0.202453244,1
3,7,5,4,28,0.149637258,1
3,7,9,1,7,0,0
3,7,9,1,8,0,0
3,7,9,1,9,0,0
3,7,9,1,11,0,0
3,7,9,2,17,0,0
3,7,9,2,13,0,0
3,7,9,1,10,0,0
3,7,9,1,6,0,0
3,7,9,3,22,0,0
3,7,9,2,12,0,0
3,7,9,3,18,0,0
3,7,9,2,15,0,0
3,7,9,2,16,0,0
3,7,9,3,21,0,0
3,7,9,2,14,0,0
3,7,9,3,23,0,0
3,7,9,3,20,0.002037835,1
3,7,9,3,19,0.008637531,1
3,7,9,0,5,0.038976957,1
3,7,9,0,4,0.031633284,1
3,7,9,0,2,0.037828,1
3,7,9,0,1,0.03350816,1
3,7,9,0,3,0.03402238,1
3,7,9,0,0,0.039567209,1
3,7,9,4,29,0.499692691,2
3,7,9,4,24,0.498967661,2
3,7,9,4,26,0.498600675,2
3,7,9,4,27,0.500008436,2
3,7,9,4,25,0.501653782,2
3,7,9,4,28,0.502074634,2
3,7,13,1,9,0,0
3,7,13,2,17,0,0
3,7,13,2,13,0,0
3,7,13,1,6,0,0
3,7,13,2,15,0,0
3,7,13,2,16,0,0
3,7,13,3,23,0,0
3,7,13,1,7,0.021738597,1
3,7,13,1,8,0.045631497,1
3,7,13,1,11,0.018849139,1
3,7,13,1,10,0.020728788,1
3,7,13,3,22,0.0034527,1
3,7,13,2,12,0.001000922,1
3,7,13,3,18,0.001352164,1
3,7,13,3,21,0.003268874,1
3,7,13,2,14,0.000713234,1
3,7,13,3,20,0.003425899,1
3,7,13,3,19,0.000689977,1
3,7,13,0,5,0.081498991,1
3,7,13,0,4,0.082659709,1
3,7,13,0,2,0.080395296,1
3,7,13,0,1,0.081360414,1
3,7,13,0,3,0.083326089,1
3,7,13,0,0,0.081350051,1
3,7,13,4,29,0.347284504,2
3,7,13,4,24,0.353145316,2
3,7,13,4,26,0.298058962,2
3,7,13,4,27,0.353218746,2
3,7,13,4,25,0.350842334,2
3,7,13,4,28,0.348247877,2
3,7,17,1,9,0,0
3,7,17,2,17,0,0
3,7,17,1,6,0,0
3,7,17,2,15,0,0
3,7,17,2,16,0,0
3,7,17,1,7,0,0
3,7,17,1,8,0,0
3,7,17,1,11,0,0
3,7,17,1,10,0,0
3,7,17,3,22,0,0
3,7,17,3,18,0,0
3,7,17,2,14,0,0
3,7,17,2,13,0.003582778,1
3,7,17,3,23,0.001846874,1
3,7,17,2,12,0.004000507,1
3,7,17,3,21,0.000249281,1
3,7,17,3,20,0.00444587,1
3,7,17,3,19,0.002710178,1
3,7,17,0,5,0.07723329,1
3,7,17,0,4,0.076618413,1
3,7,17,0,2,0.083096633,1
3,7,17,0,1,0.078172066,1
